Year,Donor,Donor type,Paid,Pledged,Total
2020,Norway,Member State,6438316,0,6438316
2020,Norway,Member State,7499230,0,7499230
2020,Norway,Member State,791345,0,791345
2020,Norway,Member State,5221236,0,5221236
2020,Norway,Member State,7990917,0,7990917
2020,Philippines,Member State,10000,0,10000
2020,Qatar,Member State,1000000,0,1000000
2020,Qatar,Member State,1000000,0,1000000
2020,Qatar,Member State,200000,0,200000
2020,Qatar,Member State,2999985,0,2999985
2020,Slovakia,Member State,117647,0,117647
2020,Spain,Member State,358422,0,358422
2020,Spain,Member State,716845,0,716845
2020,Spain,Member State,1792114,0,1792114
2020,Spain,Member State,59737,0,59737
2020,Sweden,Member State,5905469,0,5905469
2020,Sweden,Member State,1527276,0,1527276
2020,Sweden,Member State,9942375,0,9942375
2020,Sweden,Member State,5010845,0,5010845
2020,Sweden,Member State,1066137,0,1066137
2020,Sweden,Member State,1599206,0,1599206
2020,Sweden,Member State,1599206,0,1599206
2020,Sweden,Member State,852909,0,852909
2020,Sweden,Member State,1992469,0,1992469
2020,Sweden,Member State,3271599,0,3271599
2020,Sweden,Member State,5600014,0,5600014
2020,Sweden,Member State,3563645,0,3563645
2020,Sweden,Member State,5040013,0,5040013
2020,Sweden,Member State,4264549,0,4264549
2020,Sweden,Member State,533068,0,533068
2020,Sweden,Member State,9001198,0,9001198
2020,Sweden,Member State,9665770,0,9665770
2020,Switzerland,Member State,2099900,0,2099900
2020,Switzerland,Member State,1911853,0,1911853
2020,Switzerland,Member State,1631882,0,1631882
2020,Switzerland,Member State,1062699,0,1062699
2020,Switzerland,Member State,1091115,0,1091115
2020,Switzerland,Member State,1635101,0,1635101
2020,Switzerland,Member State,2129685,0,2129685
2020,Switzerland,Member State,3155208,0,3155208
2020,Switzerland,Member State,2157063,0,2157063
2020,Switzerland,Member State,2052510,0,2052510
2020,Switzerland,Member State,1049315,0,1049315
2020,Switzerland,Member State,2125398,0,2125398
2020,Switzerland,Member State,489130,0,489130
2020,Switzerland,Member State,2585315,0,2585315
2020,Switzerland,Member State,3152122,0,3152122
2020,"UN, NGOs and other entities",Private,1000000,0,1000000
2020,United Kingdom,Member State,29010900,0,29010900
2020,United Kingdom,Member State,7426800,0,7426800
2020,United Kingdom,Member State,4025700,0,4025700
2020,United Kingdom,Member State,14128983,0,14128983
2020,United Kingdom,Member State,4675901,0,4675901
2020,United Kingdom,Member State,2472187,0,2472187
2020,United Kingdom,Member State,1930501,0,1930501
2020,United Kingdom,Member State,5703178,0,5703178
2020,United Kingdom,Member State,37386680,0,37386680
2020,United Kingdom,Member State,4644600,0,4644600
2020,United Kingdom,Member State,8962450,0,8962450
2020,United Kingdom,Member State,12670226,0,12670226
2020,United Kingdom,Member State,2403204,0,2403204
2020,United Kingdom,Member State,13037809,0,13037809
2020,United Kingdom,Member State,33638847,0,33638847
2020,United States of America,Member State,8000000,0,8000000
2020,United States of America,Member State,2000000,0,2000000
2020,Private donations (through UNF),Private Contributions through UNF,3090,0,3090
2020,Private donations (through UNF),Private Contributions through UNF,3332,0,3332
2020,Private donations (through UNF),Private Contributions through UNF,20813,0,20813
2020,Private donations (through UNF),Private Contributions through UNF,9156,0,9156
2020,Private donations (through UNF),Private Contributions through UNF,9647,0,9647
2020,Private donations (through UNF),Private Contributions through UNF,97,0,97
2020,Private donations (through UNF),Private Contributions through UNF,312,0,312
2020,Private donations (through UNF),Private Contributions through UNF,39452,0,39452
2020,Private donations (through UNF),Private Contributions through UNF,6898,0,6898
2020,Private donations (through UNF),Private Contributions through UNF,3460,0,3460
2020,Private donations (through UNF),Private Contributions through UNF,2913,0,2913
2020,Private donations (through UNF),Private Contributions through UNF,23134,0,23134
2020,Private donations (through UNF),Private Contributions through UNF,17899,0,17899
2020,Private donations (through UNF),Private Contributions through UNF,23973,0,23973
2020,Private donations (through UNF),Private Contributions through UNF,253,0,253
2020,Private donations (through UNF),Private Contributions through UNF,212387,0,212387
2020,Private donations (through UNF),Private Contributions through UNF,180,0,180
2020,Private Contributions,Private Contributions through UNF,500,0,500
2021,Australia,Member State,1572815,0,1572815
2021,Australia,Member State,3859750,0,3859750
2021,Azerbaijan,Member State,16666,0,16666
2021,Azerbaijan,Member State,16666,0,16666
2021,Azerbaijan,Member State,16666,0,16666
2021,Azerbaijan,Member State,46666,0,46666
2021,Azerbaijan,Member State,16666,0,16666
2021,Belgium,Member State,2262048,0,2262048
2021,Belgium,Member State,10348724,0,10348724
2021,Belgium,Member State,8374551,0,8374551
2021,Belgium,Member State,6097560,0,6097560
2021,Belgium,Member State,7209050,0,7209050
2021,Belgium,Member State,8536585,0,8536585
2021,Belgium,Member State,6097560,0,6097560
2021,Belgium,Member State,4878048,0,4878048
2021,Belgium,Member State,3537735,0,3537735
2021,Brunei Darussalam,Member State,50000,0,50000
2021,Canada,Member State,6488047,0,6488047
2021,Canada,Member State,2500031,0,2500031
2021,Canada,Member State,6434478,0,6434478
2021,Canada,Member State,7133800,0,7133800
2021,Canada,Member State,1195081,0,1195081
2021,Canada,Member State,796720,0,796720
2021,Canada,Member State,806727,0,806727
2021,Canada,Member State,3118137,0,3118137
2021,Canada,Member State,1195081,0,1195081
2021,Canada,Member State,5044012,0,5044012
2021,Canada,Member State,4059439,0,4059439
2021,Canada,Member State,3556244,0,3556244
2021,Canada,Member State,3186882,0,3186882
2021,Canada,Member State,1991801,0,1991801
2021,Canada,Member State,2876529,0,2876529
2021,Canada,Member State,8647444,0,8647444
2021,Canada,Member State,3186882,0,3186882
2021,Canada,Member State,120804,0,120804
2021,Canada,Member State,597453,0,597453
2021,Croatia,Member State,136085,0,136085
2021,Cyprus,Member State,57176,0,57176
2021,Cyprus,Member State,24479,0,24479
2021,Denmark,Member State,16099276,0,16099276
2021,Denmark,Member State,4606565,0,4606565
2021,Denmark,Member State,2449623,0,2449623
2021,Denmark,Member State,4082678,0,4082678
2021,Denmark,Member State,5717182,0,5717182
2021,Denmark,Member State,6389530,0,6389530
2021,Denmark,Member State,5356371,0,5356371
2021,Denmark,Member State,5592952,0,5592952
2021,Estonia,Member State,58760,0,58760
2021,Estonia,Member State,60975,0,60975
2021,European Commission,Member State,3386766,0,3386766
2021,European Commission,Member State,1162790,0,1162790
2021,France,Member State,13513513,0,13513513
2021,France,Member State,563063,0,563063
2021,France,Member State,1219512,0,1219512
2021,France,Member State,609756,0,609756
2021,France,Member State,304878,0,304878
2021,France,Member State,1219512,0,1219512
2021,France,Member State,12566766,0,12566766
2021,France,Member State,1219512,0,1219512
2021,Germany,Member State,93458567,0,93458567
2021,Germany,Member State,15133916,0,15133916
2021,Germany,Member State,23347749,0,23347749
2021,Germany,Member State,24735113,0,24735113
2021,Germany,Member State,9917118,0,9917118
2021,Germany,Member State,2344665,0,2344665
2021,Germany,Member State,8067709,0,8067709
2021,Germany,Member State,4031380,0,4031380
2021,Germany,Member State,13878219,0,13878219
2021,Germany,Member State,12651831,0,12651831
2021,Germany,Member State,24286456,0,24286456
2021,Germany,Member State,27883840,0,27883840
2021,Germany,Member State,19818479,0,19818479
2021,Germany,Member State,3516998,0,3516998
2021,Germany,Member State,5897975,0,5897975
2021,Germany,Member State,4161712,0,4161712
2021,Germany,Member State,29006116,0,29006116
2021,Germany,Member State,64405095,0,64405095
2021,Germany,Member State,1126126,0,1126126
2021,Germany,Member State,5966587,0,5966587
2021,Greece,Member State,36844,0,36844
2021,Greece,Member State,35799,0,35799
2021,Iceland,Member State,192604,0,192604
2021,Iceland,Member State,194295,0,194295
2021,Iceland,Member State,196263,0,196263
2021,Iceland,Member State,194295,0,194295
2021,Iceland,Member State,196263,0,196263
2021,Iceland,Member State,207314,0,207314
2021,Ireland,Member State,1738730,0,1738730
2021,Ireland,Member State,3638390,0,3638390
2021,Ireland,Member State,3003490,0,3003490
2021,Ireland,Member State,11399880,0,11399880
2021,Ireland,Member State,1193317,0,1193317
2021,Ireland,Member State,1789976,0,1789976
2021,Ireland,Member State,563063,0,563063
2021,Ireland,Member State,1210653,0,1210653
2021,Ireland,Member State,475808,0,475808
2021,Ireland,Member State,3638390,0,3638390
2021,Ireland,Member State,4164581,0,4164581
2021,Ireland,Member State,3028740,0,3028740
2021,Ireland,Member State,563063,0,563063
2021,Ireland,Member State,7223686,0,7223686
2021,Ireland,Member State,4056958,0,4056958
2021,Ireland,Member State,563063,0,563063
2021,Italy,Member State,12055451,0,12055451
2021,Italy,Member State,1175209,0,1175209
2021,Italy,Member State,582750,0,582750
2021,Italy,Member State,563063,0,563063
2021,Italy,Member State,582750,0,582750
2021,Italy,Member State,1407657,0,1407657
2021,Italy,Member State,2358490,0,2358490
2021,Italy,Member State,1789976,0,1789976
2021,Japan,Member State,400000,0,400000
2021,Japan,Member State,400000,0,400000
2021,Jersey,Member State,347805,0,347805
2021,Jersey,Member State,132978,0,132978
2021,Jersey,Member State,349162,0,349162
2021,Jersey,Member State,488826,0,488826
2021,Republic of Korea,Member State,300000,0,300000
2021,Republic of Korea,Member State,500000,0,500000
2021,Republic of Korea,Member State,1000000,0,1000000
2021,Republic of Korea,Member State,400000,0,400000
2021,Republic of Korea,Member State,800000,0,800000
2021,Republic of Korea,Member State,2500000,0,2500000
2021,Republic of Korea,Member State,1500000,0,1500000
2021,Republic of Korea,Member State,750000,0,750000
2021,Republic of Korea,Member State,750000,0,750000
2021,Lithuania,Member State,121951,0,121951
2021,Lithuania,Member State,117233,0,117233
2021,Luxembourg,Member State,426038,0,426038
2021,Luxembourg,Member State,365175,0,365175
2021,Luxembourg,Member State,426038,0,426038
2021,Luxembourg,Member State,365853,0,365853
2021,Luxembourg,Member State,426829,0,426829
2021,Luxembourg,Member State,695345,0,695345
2021,Luxembourg,Member State,365175,0,365175
2021,Luxembourg,Member State,1000223,0,1000223
2021,Luxembourg,Member State,426829,0,426829
2021,Luxembourg,Member State,426829,0,426829
2021,Luxembourg,Member State,426829,0,426829
2021,Malaysia,Member State,100000,0,100000
2021,Malta,Member State,59241,0,59241
2021,Mexico,Member State,50000,0,50000
2021,Montenegro,Member State,100000,0,100000
2021,Morocco,Member State,25000,0,25000
2021,Netherlands,Member State,23078900,0,23078900
2021,Netherlands,Member State,7247790,0,7247790
2021,Netherlands,Member State,7247790,0,7247790
2021,Netherlands,Member State,8455755,0,8455755
2021,Netherlands,Member State,9663720,0,9663720
2021,Netherlands,Member State,4689331,0,4689331
2021,Netherlands,Member State,14067995,0,14067995
2021,Netherlands,Member State,10550996,0,10550996
2021,Netherlands,Member State,5733944,0,5733944
2021,New Zealand,Member State,1217825,0,1217825
2021,New Zealand,Member State,1217825,0,1217825
2021,Norway,Member State,3512564,0,3512564
2021,Norway,Member State,1201821,0,1201821
2021,Norway,Member State,4015300,0,4015300
2021,Norway,Member State,1818792,0,1818792
2021,Norway,Member State,1212528,0,1212528
2021,Norway,Member State,1741437,0,1741437
2021,Norway,Member State,4002260,0,4002260
2021,Norway,Member State,5807320,0,5807320
2021,Norway,Member State,11256421,0,11256421
2021,Norway,Member State,727517,0,727517
2021,Norway,Member State,400134,0,400134
2021,Norway,Member State,4217950,0,4217950
2021,Norway,Member State,11794886,0,11794886
2021,Norway,Member State,1212528,0,1212528
2021,Norway,Member State,1212528,0,1212528
2021,Philippines,Member State,10000,0,10000
2021,PRIVATE SECTOR,Private,149975,0,149975
2021,Qatar,Member State,499995,0,499995
2021,Qatar,Member State,499995,0,499995
2021,Qatar,Member State,999995,0,999995
2021,Romania,Member State,28669,0,28669
2021,Spain,Member State,1126126,0,1126126
2021,Spain,Member State,1689189,0,1689189
2021,Spain,Member State,563063,0,563063
2021,Sweden,Member State,8639846,0,8639846
2021,Sweden,Member State,1379286,0,1379286
2021,Sweden,Member State,5747025,0,5747025
2021,Sweden,Member State,5402204,0,5402204
2021,Sweden,Member State,804583,0,804583
2021,Sweden,Member State,1724107,0,1724107
2021,Sweden,Member State,1609167,0,1609167
2021,Sweden,Member State,2528691,0,2528691
2021,Sweden,Member State,2298810,0,2298810
2021,Sweden,Member State,2873512,0,2873512
2021,Sweden,Member State,5652998,0,5652998
2021,Sweden,Member State,3793036,0,3793036
2021,Sweden,Member State,4597620,0,4597620
2021,Sweden,Member State,344821,0,344821
2021,Sweden,Member State,6321728,0,6321728
2021,Sweden,Member State,6892676,0,6892676
2021,Switzerland,Member State,4157795,0,4157795
2021,Switzerland,Member State,1411956,0,1411956
2021,Switzerland,Member State,2513186,0,2513186
2021,Switzerland,Member State,1102535,0,1102535
2021,Switzerland,Member State,1624618,0,1624618
2021,Switzerland,Member State,1088139,0,1088139
2021,Switzerland,Member State,3299622,0,3299622
2021,Switzerland,Member State,1052562,0,1052562
2021,Switzerland,Member State,2167738,0,2167738
2021,Switzerland,Member State,1079913,0,1079913
2021,Switzerland,Member State,548847,0,548847
2021,Switzerland,Member State,3273440,0,3273440
2021,Switzerland,Member State,5668231,0,5668231
2021,Switzerland,Member State,648648,0,648648
2021,Switzerland,Member State,994594,0,994594
2021,"UN, NGOs and other entities",Private,2000000,0,2000000
2021,United Kingdom,Member State,82416700,0,82416700
2021,United Kingdom,Member State,4774960,0,4774960
2021,United Kingdom,Member State,18268289,0,18268289
2021,United Kingdom,Member State,10556578,0,10556578
2021,United Kingdom,Member State,3424759,0,3424759
2021,United Kingdom,Member State,13638000,0,13638000
2021,United Kingdom,Member State,3436500,0,3436500
2021,United Kingdom,Member State,3377640,0,3377640
2021,United Kingdom,Member State,4797432,0,4797432
2021,United Kingdom,Member State,329380,0,329380
2021,United Kingdom,Member State,19845129,0,19845129
2021,United States of America,Member State,3000000,0,3000000
2021,United States of America,Member State,12000000,0,12000000
2021,United States of America,Member State,1000000,0,1000000
2021,United States of America,Member State,7610000,0,7610000
2021,United States of America,Member State,1000000,0,1000000
2021,United States of America,Member State,5801104,0,5801104
2021,Private donations (through UNF),Private Contributions through UNF,143760,0,143760
2021,Private donations (through UNF),Private Contributions through UNF,1431,0,1431
2021,Private donations (through UNF),Private Contributions through UNF,13991,0,13991
2021,Private donations (through UNF),Private Contributions through UNF,3775,0,3775
2021,Private donations (through UNF),Private Contributions through UNF,3188,0,3188
2021,Private donations (through UNF),Private Contributions through UNF,149,0,149
2021,Private donations (through UNF),Private Contributions through UNF,32697,0,32697
2021,Private donations (through UNF),Private Contributions through UNF,6654,0,6654
2021,Private donations (through UNF),Private Contributions through UNF,4372,0,4372
2021,Private donations (through UNF),Private Contributions through UNF,9262,0,9262
2021,Private donations (through UNF),Private Contributions through UNF,24,0,24
2021,Private donations (through UNF),Private Contributions through UNF,11340,0,11340
2021,Private donations (through UNF),Private Contributions through UNF,5222,0,5222
2021,Private donations (through UNF),Private Contributions through UNF,8882,0,8882
2021,Private donations (through UNF),Private Contributions through UNF,10885,0,10885
2021,Private donations (through UNF),Private Contributions through UNF,2080,0,2080
2021,Private donations (through UNF),Private Contributions through UNF,153652,0,153652
2021,Private donations (through UNF),Private Contributions through UNF,2593,0,2593
2021,Private Contributions,Private Contributions through UNF,502,0,502
2021,Private Contributions,Private Contributions through UNF,149975,0,149975
2022,Australia,Member State,13899486,0,13899486
2022,Australia,Member State,3865829,0,3865829
2022,Australia,Member State,11057065,0,11057065
2022,Azerbaijan,Member State,30000,0,30000
2022,Bangladesh,Member State,116009,0,116009
2022,Belgium,Member State,3147957,0,3147957
2022,Belgium,Member State,9402598,0,9402598
2022,Belgium,Member State,4494382,0,4494382
2022,Belgium,Member State,5617977,0,5617977
2022,Belgium,Member State,4494382,0,4494382
2022,Belgium,Member State,7865168,0,7865168
2022,Belgium,Member State,8763388,0,8763388
2022,Belgium,Member State,5617977,0,5617977
2022,Belgium,Member State,4494382,0,4494382
2022,Belgium,Member State,3370786,0,3370786
2022,Bulgaria,Member State,85197,0,85197
2022,Canada,Member State,2232215,0,2232215
2022,Canada,Member State,4384816,0,4384816
2022,Canada,Member State,7971029,0,7971029
2022,Canada,Member State,997477,0,997477
2022,Canada,Member State,1316670,0,1316670
2022,Canada,Member State,1994955,0,1994955
2022,Canada,Member State,2789639,0,2789639
2022,Canada,Member State,4898599,0,4898599
2022,Canada,Member State,4776944,0,4776944
2022,Canada,Member State,2868398,0,2868398
2022,Canada,Member State,3191928,0,3191928
2022,Canada,Member State,41972162,0,41972162
2022,Canada,Member State,1196973,0,1196973
2022,Canada,Member State,7497184,0,7497184
2022,Canada,Member State,3191928,0,3191928
2022,Canada,Member State,796332,0,796332
2022,Canada,Member State,797982,0,797982
2022,Croatia,Member State,100000,0,100000
2022,Cyprus,Member State,30762,0,30762
2022,Cyprus,Member State,110515,0,110515
2022,Cyprus,Member State,27901,0,27901
2022,Denmark,Member State,2482830,0,2482830
2022,Denmark,Member State,6992086,0,6992086
2022,Denmark,Member State,4213310,0,4213310
2022,Denmark,Member State,8570997,0,8570997
2022,Denmark,Member State,4915425,0,4915425
2022,Denmark,Member State,9551080,0,9551080
2022,Denmark,Member State,5336695,0,5336695
2022,Denmark,Member State,5476911,0,5476911
2022,Estonia,Member State,194506,0,194506
2022,European Commission,Member State,2983374,0,2983374
2022,European Commission,Member State,2008864,0,2008864
2022,Finland,Member State,8024072,0,8024072
2022,France,Member State,1050420,0,1050420
2022,France,Member State,1050420,0,1050420
2022,France,Member State,18103403,0,18103403
2022,France,Member State,1050420,0,1050420
2022,France,Member State,11312601,0,11312601
2022,France,Member State,525210,0,525210
2022,France,Member State,525210,0,525210
2022,Germany,Member State,113526680,0,113526680
2022,Germany,Member State,11325652,0,11325652
2022,Germany,Member State,17426721,0,17426721
2022,Germany,Member State,20701278,0,20701278
2022,Germany,Member State,4844961,0,4844961
2022,Germany,Member State,12327707,0,12327707
2022,Germany,Member State,12420453,0,12420453
2022,Germany,Member State,16760347,0,16760347
2022,Germany,Member State,17026163,0,17026163
2022,Germany,Member State,14277508,0,14277508
2022,Germany,Member State,15392982,0,15392982
2022,Germany,Member State,62100525,0,62100525
2022,Germany,Member State,3076247,0,3076247
2022,Germany,Member State,33717873,0,33717873
2022,Germany,Member State,43857199,0,43857199
2022,Germany,Member State,4200448,0,4200448
2022,Germany,Member State,11682029,0,11682029
2022,Greece,Member State,31023,0,31023
2022,Guyana,Member State,25000,0,25000
2022,Guyana,Member State,50000,0,50000
2022,Iceland,Member State,308190,0,308190
2022,Iceland,Member State,194507,0,194507
2022,Iceland,Member State,192618,0,192618
2022,Iceland,Member State,194643,0,194643
2022,Iceland,Member State,531063,0,531063
2022,Iceland,Member State,194386,0,194386
2022,Iceland,Member State,176516,0,176516
2022,Ireland,Member State,2642991,0,2642991
2022,Ireland,Member State,2624250,0,2624250
2022,Ireland,Member State,2537500,0,2537500
2022,Ireland,Member State,7388542,0,7388542
2022,Ireland,Member State,1095290,0,1095290
2022,Ireland,Member State,3178030,0,3178030
2022,Ireland,Member State,533049,0,533049
2022,Ireland,Member State,1002004,0,1002004
2022,Ireland,Member State,623767,0,623767
2022,Ireland,Member State,6453881,0,6453881
2022,Ireland,Member State,8561081,0,8561081
2022,Ireland,Member State,5905131,0,5905131
2022,Ireland,Member State,3285870,0,3285870
2022,Ireland,Member State,533049,0,533049
2022,Ireland,Member State,6646455,0,6646455
2022,Ireland,Member State,2738225,0,2738225
2022,Ireland,Member State,1066098,0,1066098
2022,Italy,Member State,2072538,0,2072538
2022,Italy,Member State,1543209,0,1543209
2022,Italy,Member State,2057613,0,2057613
2022,Italy,Member State,1113488,0,1113488
2022,Italy,Member State,3086419,0,3086419
2022,Italy,Member State,6571741,0,6571741
2022,Italy,Member State,2057613,0,2057613
2022,Japan,Member State,280596,0,280596
2022,Japan,Member State,200673,0,200673
2022,Japan,Member State,4500000,0,4500000
2022,Jersey,Member State,198641,0,198641
2022,Jersey,Member State,121212,0,121212
2022,Jersey,Member State,198641,0,198641
2022,Jersey,Member State,196335,0,196335
2022,Jersey,Member State,160642,0,160642
2022,Jersey,Member State,134048,0,134048
2022,Republic of Korea,Member State,1504559,0,1504559
2022,Republic of Korea,Member State,200000,0,200000
2022,Republic of Korea,Member State,200000,0,200000
2022,Republic of Korea,Member State,1000000,0,1000000
2022,Republic of Korea,Member State,2650000,0,2650000
2022,Republic of Korea,Member State,2000000,0,2000000
2022,Republic of Korea,Member State,191939,0,191939
2022,Kuwait,Member State,1000000,0,1000000
2022,Lithuania,Member State,337078,0,337078
2022,Lithuania,Member State,32258,0,32258
2022,Luxembourg,Member State,368373,0,368373
2022,Luxembourg,Member State,315748,0,315748
2022,Luxembourg,Member State,368373,0,368373
2022,Luxembourg,Member State,799573,0,799573
2022,Luxembourg,Member State,326086,0,326086
2022,Luxembourg,Member State,380434,0,380434
2022,Luxembourg,Member State,908268,0,908268
2022,Luxembourg,Member State,315748,0,315748
2022,Luxembourg,Member State,380434,0,380434
2022,Luxembourg,Member State,913483,0,913483
2022,Luxembourg,Member State,380434,0,380434
2022,Luxembourg,Member State,380434,0,380434
2022,Malaysia,Member State,300000,0,300000
2022,Malaysia,Member State,100000,0,100000
2022,Morocco,Member State,1000000,0,1000000
2022,Netherlands,Member State,21628900,0,21628900
2022,Netherlands,Member State,7570115,0,7570115
2022,Netherlands,Member State,7570115,0,7570115
2022,Netherlands,Member State,9733005,0,9733005
2022,Netherlands,Member State,9733005,0,9733005
2022,Netherlands,Member State,5580357,0,5580357
2022,Netherlands,Member State,22321428,0,22321428
2022,Netherlands,Member State,14508928,0,14508928
2022,Netherlands,Member State,10044642,0,10044642
2022,Netherlands,Member State,6696428,0,6696428
2022,New Zealand,Member State,1088150,0,1088150
2022,New Zealand,Member State,1709950,0,1709950
2022,New Zealand,Member State,1363400,0,1363400
2022,Norway,Member State,734246,0,734246
2022,Norway,Member State,508022,0,508022
2022,Norway,Member State,5638438,0,5638438
2022,Norway,Member State,1231019,0,1231019
2022,Norway,Member State,1025849,0,1025849
2022,Norway,Member State,2046020,0,2046020
2022,Norway,Member State,7790357,0,7790357
2022,Norway,Member State,4084451,0,4084451
2022,Norway,Member State,7813104,0,7813104
2022,Norway,Member State,13427160,0,13427160
2022,Norway,Member State,1085466,0,1085466
2022,Norway,Member State,4645750,0,4645750
2022,Norway,Member State,8557359,0,8557359
2022,Norway,Member State,512924,0,512924
2022,Norway,Member State,512924,0,512924
2022,Philippines,Member State,200000,0,200000
2022,Philippines,Member State,100000,0,100000
2022,Philippines,Member State,100000,0,100000
2022,PRIVATE SECTOR,Private,250,0,250
2022,Slovenia,Member State,219058,0,219058
2022,Spain,Member State,798722,0,798722
2022,Spain,Member State,1597444,0,1597444
2022,Spain,Member State,5376344,0,5376344
2022,Spain,Member State,1064962,0,1064962
2022,Sweden,Member State,9233633,0,9233633
